id,name,id_location,id_department,postal_code,adress,adress
70221052327489,BOTIQUIN CLINICA REGIONAL SRL,22105010000,105,3722,RIVADAVIA 605,RIVADAVIA 605
70220982326858,SAN ANTONIO,22098030000,98,3540,BELGRANO Y BALCARCE,BELGRANO Y BALCARCE
70221402326731,CATEDRAL II,22140060000,140,3500,JUAN DOMINGO PERON 09,JUAN DOMINGO PERON 09
70221402326783,NUEVA RIOJA,22140060000,140,3500,REMEDIOS DE ESCALADA 575,REMEDIOS DE ESCALADA 575
70221402326789,FARMACIA WAL-MART,22140060000,140,3500,RUTA 11 Y AVENIDA MARCONI,RUTA 11 Y AVENIDA MARCONI
70221402326735,CATEDRAL V,22140060000,140,3500,ARTURO ILLIA 502,ARTURO ILLIA 502
70221402326737,CENTRO II,22140060000,140,3500,AVENIDA 9 DE JULIO 297,AVENIDA 9 DE JULIO 297
70221402326750,FARMAR II,22140060000,140,3500,AVENIDA 9 DE JULIO 1050 LOCAL 15,AVENIDA 9 DE JULIO 1050 LOCAL 15
70221402326757,FARMACITY 125,22140060000,140,3500,AVENIDA PARAGUAY 98,AVENIDA PARAGUAY 98
70221402326793,25 DE MAYO,22140060000,140,3500,AVENIDA 25 DE MAYO 1401,AVENIDA 25 DE MAYO 1401
70221402326762,FARMACITY 174,22140060000,140,3500,AVENIDA SARMIENTO 744,AVENIDA SARMIENTO 744
70221402326776,LA NUEVA CENTENARIO,22140060000,140,3500,AVENIDA 25 DE MAYO 301,AVENIDA 25 DE MAYO 301
70221402326755,FARMACIA ESPAÑA,22140060000,140,3500,MZ 81 PARC 13 BARRIO ESPAÑA,MZ 81 PARC 13 BARRIO ESPAÑA
70221402326777,VEDIA V,22140060000,140,3500,AVENIDA PARAGUAY 8,AVENIDA PARAGUAY 8
70221402326760,FARMACITY 155,22140060000,140,3500,GUEMES 101,GUEMES 101
70221402126722,ALVEAR,22140060000,140,3500,AVENIDA ALVEAR 1140,AVENIDA ALVEAR 1140
70221402326723,AMERICANA,22140060000,140,3500,AVENIDA SARMIENTO 1102,AVENIDA SARMIENTO 1102
70221402326740,CRISTAL S,22140060000,140,3500,AVENIDA 9 DE JULIO 2455,AVENIDA 9 DE JULIO 2455
70221402326786,NECOCHEA,22140060000,140,3500,NECOCHEA 120 UF 8 Y 9,NECOCHEA 120 UF 8 Y 9
70221402326754,FARMACIA DEL PARANA SCS,22140060000,140,3500,JUAN B JUSTO 325,JUAN B JUSTO 325
70221402326802,9 DE JULIO,22140060000,140,3500,AVENIDA 9 DE JULIO 600,AVENIDA 9 DE JULIO 600
70221402326733,CATEDRAL IV,22140060000,140,3500,ARTURO ILLIA 300,ARTURO ILLIA 300
70221402326764,FARMAVIDA,22140060000,140,3500,AMEGHINO 187,AMEGHINO 187
