id,name,id_location,id_department,postal_code,adress
70580562367339,FARMACIA JACHAL,58056010000,56,8316,AVENIDA  KOESSLER 2116
70580353067340,FARMACIA COOPERATIVA COPELCO LIMITADA,58035040000,35,3363,AVENIDA GENERAL PAZ  250
70580352367394,FARMACIA SAN JORGE,58035070000,35,8300,LAINEZ 774
70580912367395,FARMACIA SAN JOSE,58091040000,91,8353,MISIONES 204
70580352367396,FARMACIA SAN JUDAS,58035070000,35,8300,CHOCON 436
70580352367304,FARMACIA DEL PUEBLO (ALBERDI),58035070000,35,8300,JUAN B. ALBERDI 290
70580702367342,FARMACIA LA BOTICA,58070010000,70,8407,1º POBLADORES 490
70580352367390,FARMACIA SALTA,58035070000,35,8300,ALCORTA 301 Y MISIONES
70580352367391,FARMACIA SAN CAYETANO,58035070000,35,8300,BELGRANO 2725
70580702367355,FARMACIA MAITEN,58070010000,70,8407,AVENIDA ARRAYANES Nº 66
70580352367374,FARMACIA NUEVA JUJUY,58035070000,35,8300,"JUJUY 710, NEUQUEN"
70580352367416,FARMACIA SURY,58035070000,35,8300,MINISTRO GONZALEZ 98
70580352367302,FARMACIA DEL PUEBLO (PERITO MORENO),58035070000,35,8300,PERITO MORENO 246
70580352367305,FARMACIA DEL PUEBLO (PLOTTIER),58035100000,35,8316,SAN MARTIN  39
70580352367331,FARMACIA GREGORIO ALVAREZ,58035070000,35,8300,CALLE 5 Nº 125- BARRIO GREGORIO ALVAREZ
70580912867366,FARMACIA MUTUTAL DE EMPLEADOS Y OBREROS PETROLEROS PRIVADOS,58091040000,91,8353,SALTA 145
70580912867367,FARMACIA MUTUTAL DE EMPLEADOS Y OBREROS PETROLEROS PRIVADOS(BUTA RANQUIL),58091020000,91,3363,PEHUENCHE ESQUINA ISLAS MALVINAS
70580772367316,FARMACIA ELIXIR,58077010000,77,8353,BELLA VISTA S/Nº
70580352367353,FARMACIA LINCOLN,58035040000,35,3363,AV. OLASCOAGA 915
70580352367375,FARMACIA NUEVA SAN PABLO II,58035040000,35,3363,ROCA Y TUCUMAN
70580352367266,FARMACIA ALTA BARDA,58035070000,35,8300,LOS PENSAMIENTOS Y MADRESELVA
70580352367265,FARMACIA ALPINA,58035070000,35,8300,SAN MARTIN 4305
70580352867321,FARMACIA MUTUAL DEL PERSONAL DE LA SUBSECRETARIA DE ACCION SOCIAL(AMPSAS-GODOY),58035070000,35,8300,GODOY 963
70581122367419,FARMACIA VALLEJOS,58112040000,112,8340,MITRE 425
70580352367405,FARMACIA SAN PABLO III,58035090000,35,8318,AV. SAN MARTIN Y LACAR
70580352367393,FARMACIA SAN GABRIEL ECONOMED,58035070000,35,8300,SAN MARTÍN 2141
70580352367287,FARMACIA CONFLUENCIA (NQN),58035070000,35,8300,RICHIERI Y LINARES
70580702367291,FARMACIA DE LA MONTAÑA,58070010000,70,8407,AV. ARRAYANES 207
70580352767337,FARMACIA INSTITUTO DE SEGURIDAD SOCIAL DE NEUQUEN (NQN),58035070000,35,8300,ELORDI 178
70580352867365,FARMACIA MUTUTAL DE EMPLEADOS Y OBREROS PETROLEROS PRIVADOS,58035070000,35,8300,SANTA CRUZ N° 275
70580352367301,FARMACIA DEL PUEBLO (JUAN B. JUSTO),58035070000,35,8300,JUAN B. JUSTO 301
