id,name,id_location,id_department,postal_code,adress
70380632350602,NUEVA ALBERDI,38063180000,63,4500,Juan Bautista Alberdi 174
70380632350603,ANCONA,38063180000,63,4500,Juan Bautista Alberdi 243
70380632350604,ANGHELY,38063180000,63,4500,AVDA. JUJUY 373
70380632350605,CENTRAL,38063180000,63,4500,VELEZ SARFIELD 196
70380632350606,COSENTINI,38063180000,63,4500,ROGELIO LEACH 101
70380632350607,DEL MILAGRO,38063180000,63,4500,Gdor. Tello 185
70380632350608,EL RAMAL S.C.S.,38063180000,63,4500,AV. SIRIA 79
70380632350609,EXODO S.C.S.,38063180000,63,4500,VELEZ SARSFIELD 1
70380632350610,INSTITUTO DEL NORTE SCS,38063180000,63,4500,Vélez Sarsfield 112
70380632350611,INTEGRAL S.C.S.,38063180000,63,4500,Gdor. Tello 596
70380632350613,LA PAZ,38063180000,63,4500,ALBERDI 98
70380632350614,MISERICORDIA,38063180000,63,4500,Juan Bautista Alberdi 372
70380632350615,RODRIGUEZ,38063180000,63,4500,9 de Julio
70380632350616,ROTGER,38063180000,63,4500,Martín Miguel de Güemes 195
70380632350618,SAN PEDRO,38063180000,63,4500,MIGUEL ARAOZ 481
70380632350620,SAN RAFAEL,38063180000,63,4500,PERU 75
70380632350621,SANTA TERESITA,38063180000,63,4500,ALSINA 395
70380352350622,FARMACIA Y PERFUMERIA ESPERANZA,38035060000,35,4506,RUTA NACIONAL 34
70380352350623,SAN ISIDRO II,38035060000,35,4506,Avenida Guillermo Paterson
70380352350624,SAN JOSE,38035060000,35,4506,Avenida Hipólito Yrigoyen
70380352350625,23 DE AGOSTO,38035080000,35,4512,RUTA 34 ESQ.AV.UZQUEDA
70380352350626,ANTARTIDA ARGENTINA,38035080000,35,4512,Avenida Antártida Argentina
70380352350627,CARRIZO,38035080000,35,4512,AV. LIBERTAD 341
70380352350628,DEL NORTE LEDESMA,38035080000,35,4512,CALLE VICTORIA N° 501
70380352350630,ITATI,38035080000,35,4512,Jujuy 236
70380352350632,NUEVA DEL MILAGRO,38035080000,35,4512,Avenida Libertad 195
70380352350633,SAGRADO CORAZON DE OSPAIL,38035080000,35,4512,JUJUY 756
70380352350634,SAN CAYETANO,38035080000,35,4512,Jujuy
70380352350635,SAN GABRIEL,38035080000,35,4512,AVDA.REPUBLICA DE SIRIA 396
70380352350636,SAN ISIDRO,38035080000,35,4512,Avenida Pres. Perón
70380352350637,SAN NICOLAS S.C.S.,38035080000,35,4512,AV. LIBERTAD 253
70380352350638,SAN PANTALEON,38035080000,35,4512,AV. LIBERTAD 320
70380352350639,SANTA LUCIA,38035080000,35,4512,Avenida Libertad
70380352350640,SAN EXPEDITO,38035030000,35,4516,La Rioja
70380352350641,LA CIUDAD,38035110000,35,4518,AV. SARMIENTO ESQ. BARTOLOME MITRE
70380632350642,HALE,38063090000,63,4522,Reconquista
70380212350643,ALQUIMIA,38021060000,21,4600,SALTA 737
70380212350644,ALTO COMEDERO,38021060000,21,4600,FARIAS 1168
70380212350645,AVENIDA S.C.S.,38021060000,21,4600,General Lavalle 80
70380212350647,BELGRANO DE FACOR S.R.L.,38021060000,21,4600,General Belgrano 1002
70380212350648,CARRILLO,38021060000,21,4600,General Güemes 1018
70380212350649,CATEDRAL,38021060000,21,4600,General Lavalle 390
70380212350650,COLEGIO MEDICO,38021060000,21,4600,GUEMES 1277
70380212350651,CUYAYA,38021060000,21,4600,AV. EXODO 790
70380212350652,DE LA SALUD,38021060000,21,4600,AV.LAS VICUÑAS ESQ.LOS PINOS
70380212350653,DEL PARQUE,38021060000,21,4600,AV. CORDOBA Nº 1787
70380212350654,DEL PUEBLO,38021060000,21,4600,SENADOR PEREZ 328
70380212350655,DEL SOL S.C.S.,38021060000,21,4600,AV. PRESIDENTE PERON 880
70380212350656,DORREGO S.C.S.,38021060000,21,4600,Juana Manuela Gorriti 998
70380212350657,EL AGUILA,38021060000,21,4600,General Lavalle 555
70380212350658,EL INCA,38021060000,21,4600,ALVEAR 1198
70380212350659,EL SALVADOR,38021060000,21,4600,Julio A. Roca 61
70380212350660,FARMACITY IRIGOYEN,38021060000,21,4600,AV. HIPOLITO IRIGOYEN 1116
70380212350661,FARMACITY NECOCHEA,38021060000,21,4600,NECOCHEA 426
70380212350662,FARMAR,38021060000,21,4600,General Belgrano 789
70380212350663,FORESTAL,38021060000,21,4600,AV. FORESTAL 1457
70380212350666,GALENICA S.C.S.,38021060000,21,4600,Patricias Argentinas 249
70380212350667,GLORIOSO SAN EXPEDITO,38021060000,21,4600,OSCAR ORIAS 261
70380212350670,INTI S.C.S.,38021060000,21,4600,Avenida Almirante Brown 634
70380212350671,IRIGOYEN S.C.S.,38021060000,21,4600,Avenida Hipólito Yrigoyen 626
70380212350673,LA ESPERANZA,38021060000,21,4600,LIBERTAD 810
70380212350675,LA RECOVA,38021060000,21,4600,ALVEAR 1250
70380212350676,LA UNION,38021060000,21,4600,Avenida El Éxodo 234
70380212350677,LOS HUAICOS,38021060000,21,4600,AV. BOLIVIA 2120
70380212350678,LOS PERALES,38021060000,21,4600,AV. ILLIA 75
70380212350679,MARSIGLIA,38021060000,21,4600,General Necochea 260
70380212350680,MONTSERRAT,38021060000,21,4600,AV. FUERZA AEREA 68
70380212350681,MORENO,38021060000,21,4600,Horacio Guzmán 486
70380212350682,NORTE I,38021060000,21,4600,General Güemes 1300
70380212350683,NTRA SRA DE LUJAN,38021060000,21,4600,AV. EL EXODO 224
70380212350685,NTRA. SRA. DEL HUERTO,38021060000,21,4600,Dorrego 305
70380212350686,GORRITI,38021060000,21,4600,Avenida Vespucio 2314
70380212350689,PABLO SORIA,38021060000,21,4600,General Güemes 1376
70380212350691,PUCA,38021060000,21,4600,Avenida Vespucio 2330
70380212350694,ROMA,38021060000,21,4600,ALVEAR 709
70380212350695,ROSARIO,38021060000,21,4600,Las Vicuñas 53
70380212350697,SAN ALBERTO,38021060000,21,4600,Coronel Otero 336
70380212350701,SAN JAVIER,38021060000,21,4600,General Belgrano 602
70380212350702,SAN JOSE S.C.S.,38021060000,21,4600,AVENIDA MEJIAS 598
70380212350703,SAN MARTIN,38021060000,21,4600,General San Martín 244
70380212350704,SAN PATRICIO,38021060000,21,4600,AV.HIPOLITO IRIGOYEN 1582
70380212350705,SANTA ANITA,38021060000,21,4600,ARMONIA 20
70380212350706,SANTA MARIA,38021060000,21,4600,PUYA PUYA 15
70380212350707,SANTA ROSA,38021060000,21,4600,Avenida Senador Pérez 588
70380212350708,SARNACHIARO,38021060000,21,4600,AV. PERON 1110
70380212350709,SIUFI,38021060000,21,4600,ALVEAR 1062
70380212350711,TERMINAL JUJUY FCIA.,38021060000,21,4600,IRIGOYEN 1002
70380212350713,VESPUCIO SRL,38021060000,21,4600,AV. VESPUCIO Nº 3027
70380142350716,FOSSATI,38014040000,14,4603,Belgrano 45
70380142350717,NUESTRA SRA DEL CARMEN,38014040000,14,4603,San Martín 223
70380142350718,SAN CAYETANO,38014040000,14,4603,Belgrano 401
70380142350719,SAN NICOLAS S.C.S.,38014040000,14,4603,Belgrano 347
70380142350720,CUMBRE,38014070000,14,4608,23 de Agosto 22
70380142350721,CEFERINO NAMUNCURA S.C.S.,38014070000,14,4608,23 de Agosto 487
70380142350724,SAN ISIDRO LABRADOR,38014070000,14,4608,INDEPENDENCIA 332
70380142350725,AVENIDA,38014090000,14,4608,AVDA. BOLIVIA 338
70380142350726,CENTRAL SCS,38014090000,14,4608,PARAGUAY 425
70380142350728,CORIMAYO,38014090000,14,4608,REPUBLICA DE SIRIA 488
70380142350730,LA PAZ,38014090000,14,4608,EXODO ESQ. BUSTAMANTE
70380142350731,NUEVA,38014090000,14,4608,23 de Agosto
70380142350732,PERICO DE PATRICIA BONO,38014090000,14,4608,Avenida Belgrano
70380142350733,SAN BENITO,38014090000,14,4608,Avenida San Martín
70380142350734,SAN GABRIEL,38014090000,14,4608,Avenida Italia 606
70380142350735,SAN JORGE,38014090000,14,4608,VELEZ SARSFIELD 363
70380142350736,SAN JOSE,38014090000,14,4608,REPUBLICA DEL LIBANO 135
70380142350737,SOL S.C.S.,38014090000,14,4608,ALBERDI 411
70380142350738,SU SALUD,38014090000,14,4608,REPUBLICA DEL LIBANO 25
70380142350739,VENECIA,38014090000,14,4608,LAVALLE 137
70380422350742,GUEMES I,38042040002,42,4612,O HIGGINS
70380422350745,SAN CAYETANO II,38042040002,42,4612,Bernardo de Monteagudo
70380422350746,SAN ESTEBAN,38042040002,42,4612,Avenida Hipólito Yrigoyen
70380942350748,SAN FRANCISCO,38094050000,94,4624,Belgrano 550
70380282350749,DEL PUEBLO,38028040000,28,4630,CORDOBA 99
70380282350750,SAN ROQUE,38028040000,28,4630,CORDOBA 41
70380282350751,SANTA RITA,38028040000,28,4630,SALTA 146
70380072350752,MARIELA,38007020000,7,4640,Sarmiento 512
70381122350754,AUZZA,38112050000,112,4650,AV. LAMADRID 446
70381122350755,NUEVA JORGE URO II S.C.S.,38112050000,112,4650,Avenida Sarmiento 591
