id,name,id_location,id_department,postal_code,adress
70740562380302,ARGENTINA,74056150000,56,5700,PRINGLES Nº 831
70740072380304,MARYMEN,74007070000,7,5705,AVENIDA SARMIENTO Nº 626
70740562380311,CORTEZ,74056150000,56,5700,"BARRIO 151 VIVIENDAS, MANZANA 467, CASA 8"
70740072380313,ALCIBAR-ZAKIEL,74007050000,7,5711,PRINGLES Nº 509
70740562380316,DEL OESTE,74056150000,56,5700,BOLIVAR Y FALUCHO
70740282380363,PARODI,74028010000,28,5770,GOBERNADOR ELIAS ADRE N° 1086
70740562380373,QUINTANA III,74056150000,56,5700,Italia 2095
70740562380376,DEL PILAR I,74056150000,56,5700,"Zoilo Concha  Manzana J, Casa 154, Plan Lote Eva Perón"
70740562380397,IRIBARREN,74056150000,56,5700,B° 148 VIV. M 359 C 19
70740072380405,SAN FRANCISCO,74007070000,7,5705,AV. CENTENARIO Y 25 DE MAYO
70740562380406,COLON,74049060000,49,5881,POETA AGÜERO 467 SUR  (Las Lajas y Ruta Nº 1)
70740562380300,FATIMA,74056150000,56,5700,COLON Nº 1064
70740562380308,BALCARCE,74056150000,56,5700,25 DE MAYO Nº 625
70740492380309,AIKEN,74049060000,49,5881,AVENIDA NORTE N° 1625
70740282380365,NORTE,74028070000,28,5773,SAN MARTIN N° 701
70740562380303,SAN CAYETANO,74056150000,56,5700,Bº 142 VIV. -  M. 462- C. 9
70740562380310,FLEMING,74056150000,56,5700,RIOBAMBA Nº 2184
70740562380318,LAS CHACRAS,74056100004,56,5701,Avenida Tte. Juan Domingo Perón
70740492380323,HUARPES,74049060000,49,5881,LOS ALMENDROS 74
70740492380324,GIVANA,74049060000,49,5881,POETA CONTI N° 380
70740282380367,ROTTE,74028030000,28,5759,PRINGLES N° 466
70740562380351,LOS CERROS,74056150000,56,5700,Bº 116 Viviendas - Manzana 278 - Casa 11
70740562380389,SANTA ANA,74056150000,56,5700,Junín 598
70740562380307,CABILDO,74056150000,56,5700,Avenida Arturo Illia
70740562380315,JUNIN,74056150000,56,5700,JUNIN 708 ESQUINA GENERAL PAZ
70740492380326,SAGRADO CORAZON DE JESUS,74049060000,49,5881,AVENIDA  DEL DEPORTE N° 301
70740072380374,LOURDES,74007050000,7,5711,Edison 460
70740282380362,SAN JOSE,74028010000,28,5770,PRINGLES 1225
70740492380341,FARMATEL,74049010000,49,5883,BELGRANO S/N
70740562380301,SANTA MARIA,74056100004,56,5701,JUAN DOMINGO PERON  1200
70740282380292,CORDERO,74028070000,28,5773,AV CORDOBA 110
70740282380293,SEÑOR DE RENCA,74028070000,28,5773,9 DE JULIO 762
70740492380322,RIVADAVIA,74049070000,49,5777,9 DE JULIO N° 657
70740562380305,JARDIN,74056150000,56,5700,SARMIENTO Nº 2995
70740562380306,NIÑO DE PRAGA,74056150000,56,5700,ESTADO DE ISRAEL Nº 1478
70740562380319,JUANA KOSLAY,74056100003,56,5701,Au. Ruta Provincial 20
70740562380295,PRINGLES,74056150000,56,5700,AV JUSTO DARACT  2133
70740562380296,ITALIA,74056150000,56,5700,ITALIA Nº 1771
70740562580402,DOSPU,74056150000,56,5700,CHACABUCO Nº 569
70740562380404,QUINTANA IV,74056150000,56,5700,RIOBAMBA Nº 1665
70740562380410,AYACUCHO,74056150000,56,5700,AYACUCHO 1566
70740562380357,CATAMARCA,74056150000,56,5700,Catamarca 1784
70740562380371,DOMENICONI,74056150000,56,5700,Belgrano Nº 1153
