id,name,id_location,id_department,postal_code,adress
70020012317538,BRIUT,2000010000,0,1414,Gurruchaga 684
70020012317495,FARMACIA HIGIA,2000010000,0,1425,Paraguay 3514
70020012317536,ACASSUSO,2000010000,0,1408,ACASSUSO Nº 6382
70020012317755,VIDA,2000010000,0,1151,Constitución 1400
70020012317769,GUAIREÑA,2000010000,0,1153,Avenida Juan de Garay 1221
70020012317515,ADE -,2000010000,0,1408,Jose Leon Suarez 53
70020012317542,HAYEM,2000010000,0,1098,Chile 700
70020012317506,NUEVA PATRICIOS,2000010000,0,1265,Regimiento De Patricios 38
70020012317782,PLASTANI,2000010000,0,1429,Avenida Cabildo 3307
70020012317783,PIEDRAS 1960,2000010000,0,1140,Piedras 1960
70020012317785,PARIS,2000010000,0,1414,RAUL SCALABRINI ORTIZ 1604
70020012317791,MASTER S,2000010000,0,1431,Avenida Alvarez Thomas 2600
70020012317795,NUEVA DE LOS VALORES,2000010000,0,1003,Avenida Leandro N. Alem 348
70020012317493,FARMACITY,2000010000,0,1425,AV. SANTA FE Nº 4182
70020012317523,FARMACIA P.M.P.,2000010000,0,1407,AV. OLIVERA N° 1093
70020012317529,EL SOL FARMACEUTICA S C S,2000010000,0,1437,Saenz 296
70020012317519,DEL OESTE,2000010000,0,1406,Fragata  Presidente Sarmiento Nº 9
70020012317525,NUEVA RIGLOS,2000010000,0,1424,Riglos 277
70020012817549,A.M.E.B.P.B.A.,2000010000,0,1066,Bolivar 368
70020012317550,ZEUZ (GAONA),2000010000,0,1407,AV GAONA Nº 4202
70020012317553,YERFINO,2000010000,0,1102,CARLOS CALVO Nº 1500
70020012317798,LA GUARDIANA,2000010000,0,1424,DIRECTORIO 2
70020012317526,NUEVA FARMACIA DANGES S.C.S.,2000010000,0,1424,Av. Directorio 280
70020012317531,MAGEL S.A .,2000010000,0,1417,Helguera 2756
70020012317532,MILLENIUM III,2000010000,0,1416,Nazca 2102
70020012317799,LA HOMEOPATICA DE LINIERS,2000010000,0,1408,LISANDRO DE LA TORRE 201
70020012317801,MODERNA,2000010000,0,1185,Avenida Estado de Israel 4601
70020012317807,LAION,2000010000,0,1075,Santiago del Estero 121
70020012317809,LAFE,2000010000,0,1419,AVDA. SAN MARTIN 7277
