id,name,id_location,id_department,postal_code,adress
70620212370601,DEL PUEBLO,62021030000,21,7106,AVENIDA BELGRANO  S/Nº
70620212370564,BARBERIS,62021060000,21,8400,Onelli 377
70620212370566,LOS ANDES,62021060000,21,8400,Avenida Exequiel Bustillo
70620212370590,FARMACIA GALLARDO SCS,62021060000,21,8400,Avenida Angel Gallardo 218
70620212370591,DR.LUNA LANZ,62021060000,21,8400,Onelli 1509
70620212370578,DR. ELUSTONDO,62021060000,21,8400,Mitre 379
70620212370584,DE MIGUEL,62021060000,21,8400,Mitre 130
70620212370592,AVENIDA MAX  WEDER,62021060000,21,8400,Avenida Angel Gallardo 395
70620212370569,ARAUCANA I,62021060000,21,8400,Moreno 514
70620212370594,9 D EJULIO II,62021060000,21,8400,Avenida Angel Gallardo 1031
70620212370579,FARMACENTER II,62021060000,21,8400,San Martín 620
70620212370580,DE LA CRUZ,62021060000,21,8400,Avenida de Los Pioneros 4177
70620212370552,VISCONTI,62021060000,21,8400,12 de Octubre 1708
70620212370554,CUMBRE 1,62021060000,21,8400,Diagonal Gutiérrez 10
70620212370570,ACUARIO,62021060000,21,8400,Juan Manuel de Rosas 498
70620212370595,ZONA VITAL MITRE,62021060000,21,8400,Mitre 609
70620212370567,GILMORE,62021060000,21,8400,Mitre 802
70620212370577,LAS VICTORIAS,62021060000,21,8400,Las Victorias Nº 26
70620212370557,FARMACIA 9 DE JULIO,62021060000,21,8400,9 de Julio 631
70620212370602,DETINA S.C.S.,62021060000,21,8400,Avenida Exequiel Bustillo 12500
70620212370603,ALTA CATEDRAL,62021060000,21,8400,PLAZA AMANCAY
70620212370555,LOS PIONEROS,62021060000,21,8400,Avenida de Los Pioneros 97
70620212370562,PATAGONICA,62021060000,21,8400,Diagonal Capraro
70620212370604,DEL MALLIN,62021060000,21,8400,Rolando 1002
70620212370561,DIAGONAL,62021060000,21,8400,Diagonal Capraro
70620212370581,PASTEUR,62021060000,21,8400,Elordi E. 1180
70620212370587,CRUZ DEL SUR,62021060000,21,8400,Beschtedt 1793
70620212370568,FARMACIA PIREN HUAPI,62021060000,21,8400,Avenida Exequiel Bustillo 8500
70620212370585,QUILMES,62021060000,21,8400,Pasaje Gutiérrez 2598
70620212370586,DINA HUAPI,62021060000,21,8400,Estados Unidos Nº 430
70620212370589,NUEVA LUELMO,62021060000,21,8400,Moreno 712
70620422370545,FARMACIA SANTA ISABEL,62042460000,42,8334,Colón 302
70620212370559,TOTAL SCS,62021060000,21,8400,Avenida Angel Gallardo 71
70620212370553,BOTANICA QUEBEC,62021060000,21,8400,Moreno 59
70620212370560,FARMACIA ONELLI,62021060000,21,8400,Onelli 631
70620212370563,SANTA LUCIA,62021060000,21,8400,Avenida de Los Pioneros 3860
70620212370575,IBERIA S.C.S.,62021060000,21,8400,20 de Febrero 410
70620212370576,ZONA VITAL NAHUEL,62021060000,21,8400,Moreno 301
70620212370588,FARMACENTER,62021060000,21,8400,San Martín 162
70620212370593,ZONA VITAL MORALES,62021060000,21,8400,Morales 524
70620212370558,BROWN S.C.S.,62021060000,21,8400,Morales 610
70620072370632,CUMBRE II,62021060000,21,8400,Avenida Angel Gallardo 701
70620072370618,GUIDI,62007090000,7,8500,Saavedra 502
70620072370619,VIDONI,62007090000,7,8500,Cardenal Cagliero 1340
70620422370639,MATURI,62042400000,42,8324,Gral. San Martín 481
70620212370635,ANGEL,62021060000,21,8400,San Martín 460
70620422370640,AUSTRAL,62042400000,42,8324,AC Mengelle 1788
70620422370641,ANTU,62042400000,42,8324,Presbítero JM Brentana 449
70620422370642,DEL CENTRO,62042400000,42,8324,Gral. Roca 607
70620422370643,MARTINEZ,62042400000,42,8324,Mariano Moreno 151
70620422370644,DON BOSCO,62042400000,42,8324,La Esmeralda 1250
70620072370612,SINDICAL AEC,62007090000,7,8500,Alberdi 629
70620072370613,VINCI,62007090000,7,8500,Alvaro Barros 1399
70620072370614,CENTRAL S.C.S.,62007090000,7,8500,Belgrano 265
70620072370617,CRISOL,62007090000,7,8500,CASEROS Nº1625
70620072370620,CEVOLI,62007090000,7,8500,25 de Mayo 409
70620072370621,FARMAJUR,62007090000,7,8500,Alvear 875
70620072370622,PLAZA,62007090000,7,8500,Alvaro Barros 350
70620072370623,OCHOA,62007090000,7,8500,25 de Mayo 1038
70620072370624,DON ZATTI,62007090000,7,8500,Rivadavia 322
70620072370625,DEL BARRIO,62007090000,7,8500,Belgrano 1900
70620072370626,BALIANI,62007090000,7,8500,Alvear 526
70620072370627,AYESTARAN,62007090000,7,8500,Zatti 404
70620072370629,VAZQUEZ,62007090000,7,8500,JOSE MARIA GUIDO Nº 1408
70620072370630,EL CONDOR,62007020000,7,8501,CALLE 69 -Nº 263
70620072370628,AVENIDA,62007090000,7,8500,J.M.GUIDO Nº 1015
70620072370615,INALEN,62007090000,7,8500,Zatti 1030
70620072370616,CASEROS,62007090000,7,8500,Caseros 1302
70620072370631,GALLARDO,62007090000,7,8500,Gallardo 136
70620212370633,SAN CEFERINO S.C.S.,62021060000,21,8400,Onelli 2402
70620212370634,BELGRANO,62021060000,21,8400,Pasaje Gutiérrez 865
70620212370636,DEL CRUCE,62021060000,21,8400,Pablo Mange 589
70620212370637,AUSTRAL SCS,62021060000,21,8400,9 de Julio 1918
70620212370638,DEL DUENDE,62021030000,21,8430,AVENIDA SAN MARTIN  Y SANTA CLARA DE ASIS
70620422370651,FARMACIA SAN PABLO S.C.S.,62042400000,42,8324,Hipólito Yrigoyen 1164
70620422370660,DE LOS RIOS S.C.S.,62042400000,42,8324,SAN MARTIN Nº 712
70620422370682,PATAGONIA  S.C.S.,62042010000,42,8328,AVENIDA ROCA Nº 124
70620422370653,MARTIN,62042400000,42,8324,9 de Julio 429
70620422370667,AREVALO,62042400000,42,8324,RIVADAVIA Nº 505
70620422770674,OSOEFRNYN,62042010000,42,8328,JOSE ESCALES Nº 126
70620422370680,ARRAYAN,62042010000,42,8328,SAN MARTIN Nº 501
70620422370676,FATIMA,62042390000,42,8303,SARMIENTO Y ROCA
70620422370685,NORTE,62042010000,42,8328,PERITO MORENO Nº 50
70620422370663,DEL BARRIO,62042400000,42,8324,Fray Mamerto Esquiú 1101
70620422370672,DEL SOL,62042400000,42,8324,AC Mengelle 224
70620422370652,MU.TRA.ME,62042400000,42,8324,9 de Julio 318
70620422370670,COMAHUE,62042400000,42,8324,JG Larrosa 884
70620422370662,FEDERADA FARMACIA,62042400000,42,8324,Gral. Pacheco 280
70620422370664,SUYAI,62042400000,42,8324,Villegas 501
70620422370681,FERNANDEZ,62042010000,42,8328,A. BROWN Nº 218
70620422370647,CRUZ DEL SUR,62042400000,42,8324,Avenida Leandro N. Alem 1875
70620422370649,AVENIDA,62042400000,42,8324,Avenida Leandro N. Alem 802
70620422370650,DEL PUEBLO,62042400000,42,8324,España 252
70620422370657,NACIONES UNIDAS,62042400000,42,8324,Naciones Unidas 1021
70620422370669,DE LA ROCA,62042400000,42,8324,Gral. Roca 217
70620422370659,GAZZOLA,62042400000,42,8324,Avenida Leandro N. Alem 565
70620422370690,LOPEZ IBAÑEZ,62042390000,42,8303,ALBERDI Nº 196
70620422370686,CIUDAD,62042010000,42,8328,TOMAS ORELL Nº 382
70620422370679,DEL CENTRO,62042010000,42,8328,TOMAS ORELL Nº 199
70620422370656,LA BOTICA S.C.S.,62042400000,42,8324,Las Acacias 930
70620422370646,TARICCO,62042400000,42,8324,Don Bosco 998
70620422370648,SERATTI,62042400000,42,8324,9 de Julio 690
70620422370658,PURPURA S.C.S.,62042400000,42,8324,Fray Mamerto Esquiú 1500
70620422370683,SANTA CATALINA,62042010000,42,8328,SAN MARTIN  Y SAN LUIS
70620422370671,MENGELLE,62042400000,42,8324,AC Mengelle 1263
70620422370688,FLEMING,62042390000,42,8303,CIPOLLETTI Nº 162
70620422370684,FASANO,62042010000,42,8328,ROCA Nº 361
70620422370687,CINCO SALTOS,62042390000,42,8303,RIVADAVIA Nº 502
70620422370677,VILLEGAS,62042390000,42,8303,CIPOLLETTI Nº 364
70620422370665,CIPOLLETTI,62042400000,42,8324,AC Mengelle 835
70620422370678,ALLENDE,62042390000,42,8303,SAN MARTIN Nº 201
70620422370661,APOTHEKARIA,62042400000,42,8324,JF Kennedy 245
70620422370668,PASTEUR,62042400000,42,8324,25 de Mayo 475
70620422370673,VIRGEN DEL ROSARIO,62042390000,42,8303,SARMIENTO Nº 655
70620422370675,SALK,62042390000,42,8303,BLUNETTI Nº 407
