id,name,id_location,id_department,postal_code,adress,adress
70180212339925,SAN CAYETANO SCS,18021020000,21,3400,AV. ARMENIA 3798,AV. ARMENIA 3798
70180212339926,DEL LITORAL SCS,18021020000,21,3400,AV. CAZADORES CORRENTINOS 3862,AV. CAZADORES CORRENTINOS 3862
70180212339927,PIRAYUI,18021020000,21,3400,BºPIRAYUI 200V.MZ.27 E CASA 39,BºPIRAYUI 200V.MZ.27 E CASA 39
70181052339928,SAN JORGE,18105030000,105,3470,SARMIENTO 392,SARMIENTO 392
70180212339929,CYAP S.C.S.,18021020000,21,3400,AV. CENTENARIO 3960,AV. CENTENARIO 3960
70180632339930,VIRGEN DEL ROSARIO,18063030000,63,3407,ALBERDI 397,ALBERDI 397
70180212339931,CAZADORES SCS,18021020000,21,3400,AV. CAZADORES CORRENTINOS 3705,AV. CAZADORES CORRENTINOS 3705
70181682339932,DEL INDIO S.C.S.,18168040000,168,1,HIPÓLITO YRIGOYEN 502,HIPÓLITO YRIGOYEN 502
70180702339933,PAREDES CARINA LILIANA - ROCA,18070020000,70,3450,25 de mayo 740,25 de mayo 740
70181682339934,MARTIN,18168040000,168,3340,PATRICIO BERTRAN 442,PATRICIO BERTRAN 442
70181682339935,SAN MATIAS,18168040000,168,3340,PATRICIO BERTRAN 460,PATRICIO BERTRAN 460
70180212339936,JORDAN SCS,18021020000,21,3400,Av.Independencia 4696,Av.Independencia 4696
70180212339937,LA MERCED SCS,18021020000,21,3400,25 DE MAYO 707,25 DE MAYO 707
70180702339938,LUIS PASTEUR,18070020000,70,3450,MARIANO I .LOSA 410,MARIANO I .LOSA 410
70180212339939,NUEVA SAN JOSE,18021020000,21,3400,AV. ARMENIA 4102,AV. ARMENIA 4102
70180492339940,SANTA RITA,18049010000,49,3196,25 DE MAYO 590,25 DE MAYO 590
70180212339941,Chanampa Albero Mario Daniel,18021020000,21,3400,av. 3 de abril  602,av. 3 de abril  602
70180212339942,SAN LUIS,18021020000,21,3400,JUNÍN 602,JUNÍN 602
70180212339945,EL TREBOL SCS,18021020000,21,3400,CÓRDOBA 598,CÓRDOBA 598
70180702339946,Farmacia Cruz Verde SCS,18070020000,70,3450,25 de mayo 598,25 de mayo 598
70180352339947,BERON DE ASTRADA,18035020000,35,3460,B. DE ASTRADA  528,B. DE ASTRADA  528
70180702339948,ESTRELLA SCS,18070020000,70,3450,COLON 518,COLON 518
70181752339949,SAN MARCOS II,18175010000,175,3463,GRAL. PAZ 522,GRAL. PAZ 522
70181612339950,CARDOZO,18161050000,161,3448,DESIDERIO SOSA 524,DESIDERIO SOSA 524
70181682339951,VUELTA OMBU,18168030000,168,3342,SAN MARTIN 1258,SAN MARTIN 1258
70181122340032,Haag Guillermo gustavo,18112030000,112,3222,Eloy Arizaga  S/N,Eloy Arizaga  S/N
70181682340033,Navajas Maria Candela,18168030000,168,3342,Avda. Lavalle   2632,Avda. Lavalle   2632
70180702340034,Insaurralde Esteban Vicente,18070020000,70,3450,J.E.Gomez   598,J.E.Gomez   598
70181682340035,Costa Angela Valeria,18168030000,168,3342,Av.Lavalle   856,Av.Lavalle   856
70181542340036,Ayala Ana maria,18154010000,154,3483,Tomas Ubeda   480,Tomas Ubeda   480
70180492340037,Esquenon Cendra Ana Ma.,18049010000,49,3196,LAMELA 585,LAMELA 585
70181472340038,Andisco Sabrina Vanesa,18147030000,147,3346,ALTAMIRANO  759,ALTAMIRANO  759
70180912340039,Ponce Ruben Oscar,18091040000,91,3440,CORRIENTES 300,CORRIENTES 300
70181332340040,Correa Alba,18133020000,133,3409,La Rioja   530,La Rioja   530
70180702340041,Fernandez Edgardo Antonio,18070020000,70,3450,J.E.Gomez   902,J.E.Gomez   902
70181682340042,Kaczorowski Genoveva Ester,18168040000,168,3340,Avda. San Martín   646,Avda. San Martín   646
70180842340043,Olazarri Carina,18084020000,84,3302,Buenos Aires 1396,Buenos Aires 1396
70181682340044,Yasnikowski Lidia Angelica,18168030000,168,3342,Ñaembe   1030,Ñaembe   1030
70181682340045,Lucero Ana Maria,18168030000,168,3342,Avda.San Martin   147,Avda.San Martin   147
70181192340046,Besverge Marcela,18119030000,119,3230,Mitre  y Mercedes Franco 1417,Mitre  y Mercedes Franco 1417
70181332340047,CAPARA NELSON HUMBERTO,18133020000,133,3409,9 de Julio   154,9 de Julio   154
70180352340048,FARMACIA PASTEUR SOCIEDAD EN COMNADITA SIMPLE,18035020000,35,3460,Beron de Astrada   1231,Beron de Astrada   1231
70180212340105,MEZA RAMIREZ GUSTAVO NERIS,18021040000,21,0,PAGO LARGO 100,PAGO LARGO 100
70180212340106,FARMACIA IBERA SOCIEDAD EN COMANDITA SIMPLE,18021020000,21,0,Belgrano 1204,Belgrano 1204
70180492340107,IZAGUIRRE JUANA LUJAN,18049010000,49,3196,25 de mayo 901,25 de mayo 901
70181192340108,FARMACIA 2 DE ABRIL SCS,18119030000,119,3230,Av. 2 de Abril 2046,Av. 2 de Abril 2046
70180212340109,FARMACIA SAN MARTIN DE PORRES S.C.S.,18021020000,21,3400,AV. FERRE s/n,AV. FERRE s/n
70181052340111,DE ALARCON CAROLINA,18105030000,105,3470,Juan Pujol 1199,Juan Pujol 1199
70180212340112,FARMACIA CAMPUS VITAL S.C.S.,18021020000,21,0,Avenida Libertad 5231,Avenida Libertad 5231
70180702340113,SAN JUAN I DE FACOR S.R.L.,18070020000,70,3450,Agustin P Justo 1991,Agustin P Justo 1991
70180212340114,ACEVEDO FARMA S.C.S.,18021020000,21,0,Santa Fe 1497,Santa Fe 1497
70180212340115,FARMACIA DEL DIVINO NIÑO S.C.S.,18021020000,21,0,Belgrano 1745,Belgrano 1745
70180212340116,FARMACIA DEL MERCOSUR IV S.C.S.,18021020000,21,0,Jujuy 1131,Jujuy 1131
70180212339952,STA. ANA DE LOS GUACARA,18021020000,21,3400,SAN MARTIN 529,SAN MARTIN 529
70180352340049,FARMACIA ORDENAVIA S.C.,18035020000,35,3460,Gobernador  Gomez 502,Gobernador  Gomez 502
70180702339820,FARMACIA DEL PUEBLO SCS,18070020000,70,3450,J. GOMEZ 923,J. GOMEZ 923
70180212339821,FARMACIA GUTNISKY S.R.L.,18021020000,21,3400,CARLOS PELLEGRINI 1310,CARLOS PELLEGRINI 1310
70181122339822,BORGO LEONARDO DANIEL,18112050000,112,3220,COLON 925,COLON 925
70181192339823,ARPINO SERGIO ALFREDO,18119030000,119,3230,COLON 638,COLON 638
70181122339825,SOLIDARIA,18112050000,112,3220,ALVEAR 1309,ALVEAR 1309
70180212339827,FARMACIA SANTA LUCIA SCS,18021020000,21,3400,JUNIN 1298,JUNIN 1298
70180212339828,FARMACIA MODERNA SCS,18021020000,21,3400,25 DE MAYO 1098,25 DE MAYO 1098
70180772339829,FARMACIA VIRGEN DE ITATI SCS,18077010000,77,3414,CASTOR DE LEON 430,CASTOR DE LEON 430
70181122339830,FARMACIA CORRIENTES SCS,18112050000,112,3220,VICENTE MENDIETA 1163,VICENTE MENDIETA 1163
70180212339831,FARMACIA CAPITAL,18021020000,21,3400,AVENIDA MAIPU 249,AVENIDA MAIPU 249
70180212339832,FARMACIA LAGUNA SECA SCS,18021020000,21,3400,BARRIO 322 VIVIENDA 176,BARRIO 322 VIVIENDA 176
70180212339833,FARMACIA PELEGRINI SCS,18021020000,21,3400,CARLOS PELEGRINI 1099,CARLOS PELEGRINI 1099
